"ID";"Leeftijd";"Marges";"RegioS";"ErvarenGezondheidGoedZeerGoed_1";"EenOfMeerLichamelijkeBeperkingen_3";"BeperkingInBewegen_6";"Ondergewicht_7";"NormaalGewicht_8";"Overgewicht_9";"MatigOvergewicht_10";"ErnstigOvergewichtObesitas_11";"VoldoetAanBeweegrichtlijn_12";"WekelijksSporter_13";"Rokers_17";"OvermatigDrinker_20"
"2227";"53115";"MBG0095";"GM0175";"    90.1";"    12.3";"     4.6";"     2.5";"    55.2";"    52.6";"    37.8";"    18.1";"    61.3";"    57.7";"    20.3";"    10.9"
"2228";"53115";"MBG0095";"GM1586";"    91.6";"    14.7";"     7.3";"     2.2";"    52.1";"    55.2";"    43.4";"    14.8";"    68.8";"    68.4";"    20.7";"    13.8"
"2229";"53115";"MBG0095";"GM0826";"    85.8";"    14.8";"     8.5";"     4.5";"    49.5";"    55.9";"    41.8";"    17.2";"    55.5";"    62.5";"    19.1";"     6.1"
"2230";"53115";"MBG0095";"GM0085";"    86.3";"    12.8";"     9.0";"     4.9";"    50.3";"    57.7";"    42.9";"    18.7";"    60.3";"    53.0";"    20.4";"    11.2"
"2231";"53115";"MBG0095";"GM0431";"    88.3";"    12.9";"     6.1";"     2.6";"    53.9";"    55.6";"    39.1";"    20.4";"    56.4";"    65.3";"    19.1";"     9.0"
"2232";"53115";"MBG0095";"GM0432";"    89.3";"    10.6";"     5.3";"     4.8";"    61.0";"    46.8";"    38.3";"    11.6";"    57.0";"    62.6";"    23.2";"    14.7"
"2233";"53115";"MBG0095";"GM0086";"    89.6";"     9.2";"     5.3";"     3.6";"    52.9";"    55.4";"    42.5";"    16.4";"    62.3";"    57.9";"    20.7";"     9.1"
"2234";"53115";"MBG0095";"GM0828";"    82.8";"    18.6";"    11.6";"     1.7";"    50.6";"    55.5";"    38.1";"    20.2";"    49.9";"    59.0";"    25.5";"     8.8"
"2235";"53115";"MBG0095";"GM1509";"    87.4";"    16.0";"    10.6";"     2.8";"    49.1";"    59.7";"    40.4";"    23.5";"    58.2";"    54.4";"    22.5";"     9.5"
"2236";"53115";"MBG0095";"GM0437";"    89.8";"    11.3";"     6.8";"     2.6";"    67.4";"    39.9";"    33.4";"     9.0";"    64.7";"    72.7";"    19.1";"     8.8"
"2237";"53115";"MBG0095";"GM0589";"    86.4";"    10.4";"     6.4";"     2.6";"    59.1";"    48.9";"    33.7";"    18.5";"       .";"       .";"    17.0";"     8.1"
"2238";"53115";"MBG0095";"GM1734";"    86.9";"    12.0";"     6.2";"     4.0";"    54.9";"    51.3";"    38.9";"    15.3";"    61.6";"    61.9";"    23.6";"     8.4"
"2239";"53115";"MBG0095";"GM0590";"    87.8";"    13.5";"     7.4";"     3.3";"    52.1";"    55.7";"    40.9";"    18.2";"    52.3";"    56.7";"    15.4";"     5.8"
"2240";"53115";"MBG0095";"GM1894";"    87.3";"    10.3";"     5.4";"     3.6";"    54.4";"    49.5";"    37.0";"    14.5";"    60.6";"    60.8";"    20.9";"    10.5"
"2241";"53115";"MBG0095";"GM0765";"    78.7";"    20.5";"    16.0";"     3.8";"    43.0";"    66.9";"    42.0";"    30.2";"    52.7";"    43.5";"    30.1";"     6.6"
"2242";"53115";"MBG0095";"GM1926";"    87.9";"    10.6";"     5.8";"     3.1";"    55.8";"    49.6";"    36.2";"    15.9";"    56.8";"    66.3";"    15.9";"     5.9"
"2243";"53115";"MBG0095";"GM0439";"    86.2";"    11.6";"     6.4";"     2.8";"    51.4";"    56.9";"    40.0";"    20.5";"    50.1";"    51.4";"    26.0";"     6.0"
"2244";"53115";"MBG0095";"GM0273";"    88.2";"    12.7";"     8.9";"     3.4";"    49.3";"    58.9";"    45.1";"    17.4";"    57.0";"    60.0";"    24.8";"     9.4"
"2245";"53115";"MBG0095";"GM0177";"    89.2";"     9.4";"     5.4";"     2.3";"    54.7";"    53.1";"    38.0";"    18.2";"    62.1";"    62.7";"    18.7";"    11.4"
"2246";"53115";"MBG0095";"GM0703";"    84.5";"    13.0";"     6.7";"     1.9";"    53.2";"    56.2";"    41.5";"    18.5";"    58.2";"    44.7";"    24.7";"     8.5"
"2247";"53115";"MBG0095";"GM0274";"    87.7";"    11.4";"     5.2";"     4.7";"    61.2";"    46.1";"    32.7";"    16.5";"    67.2";"    65.6";"    17.6";"     7.8"
"2248";"53115";"MBG0095";"GM0339";"    91.1";"    11.6";"     5.6";"     4.5";"    60.0";"    48.2";"    35.7";"    16.1";"       .";"       .";"    23.5";"     9.0"
"2249";"53115";"MBG0095";"GM1667";"    90.5";"    12.1";"     5.7";"     0.6";"    53.9";"    59.1";"    46.0";"    18.0";"    59.3";"    73.0";"    18.5";"    12.4"
"2250";"53115";"MBG0095";"GM0275";"    86.9";"    15.8";"     8.3";"     3.0";"    54.1";"    54.9";"    38.3";"    20.5";"    65.2";"    60.6";"    26.2";"     7.9"
"2251";"53115";"MBG0095";"GM0340";"    86.7";"    12.7";"     7.2";"     3.9";"    55.6";"    49.9";"    37.7";"    15.3";"       .";"       .";"    17.4";"     6.5"
"2252";"53115";"MBG0095";"GM0597";"    87.2";"    12.8";"     7.5";"     1.8";"    49.2";"    59.7";"    42.9";"    21.1";"    46.3";"    51.5";"    20.6";"     8.8"
"2253";"53115";"MBG0095";"GM1742";"    90.4";"    11.6";"     6.3";"     2.5";"    52.7";"    51.8";"    37.2";"    16.9";"    56.4";"    56.4";"    20.9";"    12.5"
"2254";"53115";"MBG0095";"GM0603";"    83.2";"    13.9";"     8.6";"     4.0";"    56.1";"    48.3";"    34.7";"    16.0";"    53.4";"    55.5";"    18.0";"     5.1"
"2255";"53115";"MBG0095";"GM1669";"    85.3";"    12.9";"     8.1";"     2.2";"    49.6";"    57.5";"    42.1";"    18.4";"    55.0";"    52.8";"    23.6";"     9.5"
"2256";"53115";"MBG0095";"GM0957";"    79.8";"    15.1";"     8.8";"     2.9";"    51.3";"    54.1";"    38.5";"    18.1";"    57.8";"    54.5";"    28.2";"     8.3"
"2257";"53115";"MBG0095";"GM0736";"    91.4";"    13.3";"     5.9";"     2.5";"    59.5";"    48.7";"    37.0";"    15.1";"       .";"       .";"    17.4";"    10.0"
"2258";"53115";"MBG0095";"GM1674";"    82.8";"    16.1";"     9.2";"     4.7";"    47.8";"    57.2";"    40.9";"    19.2";"    57.1";"    54.3";"    20.0";"     6.7"
"2259";"53115";"MBG0095";"GM0599";"    80.2";"    16.4";"     9.8";"     2.4";"    52.3";"    48.3";"    33.1";"    16.2";"    51.4";"    56.5";"    23.5";"     5.9"
"2260";"53115";"MBG0095";"GM0277";"    92.3";"     8.3";"     4.9";"     2.0";"    66.3";"    44.5";"    38.0";"     9.7";"    62.2";"    78.8";"    16.4";"    13.1"
"2261";"53115";"MBG0095";"GM0840";"    81.5";"    20.3";"    12.5";"     2.0";"    53.5";"    56.7";"    37.5";"    23.5";"    49.8";"    52.2";"    21.4";"    11.9"
"2262";"53115";"MBG0095";"GM0441";"    88.6";"    10.6";"     5.3";"     4.0";"    56.2";"    50.2";"    40.4";"    12.4";"    63.1";"    65.6";"    20.3";"    11.2"
"2263";"53115";"MBG0095";"GM0279";"    91.7";"    11.7";"     8.7";"     3.6";"    52.1";"    56.6";"    41.3";"    19.3";"    64.7";"    54.8";"    26.5";"    10.6"
"2264";"53115";"MBG0095";"GM0606";"    82.2";"    17.3";"    10.4";"     1.8";"    46.9";"    57.9";"    38.9";"    21.6";"    50.6";"    55.7";"    26.3";"     6.1"
"2265";"53115";"MBG0095";"GM0088";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2266";"53115";"MBG0095";"GM1676";"    86.8";"    15.1";"     9.0";"     2.6";"    54.3";"    54.1";"    41.8";"    15.6";"    60.9";"    55.7";"    23.8";"     8.4"
"2267";"53115";"MBG0095";"GM0965";"    85.9";"    15.4";"    10.6";"     2.8";"    53.9";"    55.9";"    36.8";"    23.6";"    48.3";"    53.9";"    25.8";"     6.5"
"2268";"53115";"MBG0095";"GM1702";"    89.8";"    10.0";"     4.5";"     4.7";"    55.0";"    50.8";"    38.3";"    15.3";"    61.6";"    68.7";"    14.2";"    10.4"
"2269";"53115";"MBG0095";"GM0845";"    87.4";"    13.7";"     7.5";"     3.7";"    59.5";"    48.8";"    36.8";"    15.4";"    57.3";"    66.2";"    21.4";"     9.0"
"2270";"53115";"MBG0095";"GM1883";"    78.9";"    15.5";"     8.9";"     3.2";"    47.4";"    55.7";"    38.5";"    19.1";"    51.9";"    53.4";"    22.8";"     6.2"
"2271";"53115";"MBG0095";"GM0610";"    83.5";"    14.4";"     9.0";"     2.0";"    50.2";"    58.2";"    41.7";"    20.3";"    52.4";"    48.3";"    22.6";"     6.6"
"2272";"53115";"MBG0095";"GM1714";"    83.1";"    20.3";"     9.3";"     5.3";"    50.1";"    57.5";"    43.9";"    17.5";"    60.6";"    51.4";"    28.4";"    11.8"
"2273";"53115";"MBG0095";"GM0090";"    85.4";"    14.5";"     8.9";"     2.5";"    52.9";"    53.1";"    36.6";"    19.2";"    57.2";"    54.0";"    24.6";"     8.5"
"2274";"53115";"MBG0095";"GM0342";"    87.9";"    11.5";"     5.8";"     3.1";"    56.7";"    48.4";"    35.7";"    15.1";"       .";"       .";"    17.7";"     8.2"
"2275";"53115";"MBG0095";"GM0847";"    89.3";"    13.3";"     8.5";"     6.0";"    59.2";"    50.1";"    39.7";"    14.4";"    56.9";"    59.0";"    18.4";"    10.7"
"2276";"53115";"MBG0095";"GM0848";"    89.6";"    12.7";"     5.7";"     3.4";"    55.5";"    52.4";"    40.0";"    15.7";"    61.7";"    70.2";"    16.9";"     6.1"
"2277";"53115";"MBG0095";"GM0037";"    82.3";"    17.9";"    11.0";"     4.6";"    43.7";"    65.5";"    39.4";"    31.2";"    50.4";"    44.1";"    22.4";"    10.4"
"2278";"53115";"MBG0095";"GM0180";"    90.6";"     8.5";"     3.4";"     4.3";"    57.9";"    47.8";"    36.1";"    14.3";"    55.5";"    52.4";"    21.0";"    11.0"
"2279";"53115";"MBG0095";"GM0532";"    89.3";"    14.3";"    10.5";"     4.7";"    58.2";"    49.4";"    38.6";"    14.1";"    64.9";"    61.7";"    19.5";"     8.4"
"2280";"53115";"MBG0095";"GM0851";"    88.4";"    17.2";"     9.8";"     4.7";"    47.3";"    62.8";"    39.1";"    29.4";"    51.1";"    55.5";"    19.9";"     8.9"
"2281";"53115";"MBG0095";"GM1708";"    87.6";"    11.9";"     7.4";"     1.8";"    50.1";"    56.7";"    40.8";"    18.8";"    58.6";"    55.3";"    23.0";"    10.4"
"2282";"53115";"MBG0095";"GM0971";"    82.1";"    15.5";"     9.8";"     3.1";"    45.0";"    59.7";"    43.0";"    19.3";"    53.9";"    56.6";"    23.8";"     8.1"
"2283";"53115";"MBG0095";"GM1904";"    87.1";"    12.8";"     6.2";"     3.2";"    56.4";"    50.5";"    38.1";"    15.9";"       .";"       .";"    19.8";"     8.7"
"2284";"53115";"MBG0095";"GM1900";"    85.8";"    11.5";"     6.5";"     2.7";"    57.4";"    47.6";"    34.1";"    15.8";"    62.9";"    56.3";"    26.4";"    10.0"
"2285";"53115";"MBG0095";"GM0715";"    80.1";"    14.5";"     8.7";"     2.7";"    47.6";"    53.6";"    36.3";"    18.6";"    51.6";"    47.7";"    21.8";"     6.7"
"2286";"53115";"MBG0095";"GM0093";"    89.1";"    12.2";"     4.2";"     6.2";"    51.7";"    61.6";"    48.0";"    19.9";"    84.2";"    60.5";"    28.3";"    24.8"
"2287";"53115";"MBG0095";"GM0448";"    85.7";"    10.4";"     5.3";"     4.6";"    55.6";"    52.2";"    39.1";"    16.4";"    68.5";"    60.8";"    20.7";"    11.2"
"2288";"53115";"MBG0095";"GM1525";"    90.9";"     9.6";"     3.6";"     1.2";"    62.2";"    47.6";"    39.1";"    11.5";"    57.5";"    67.2";"    16.8";"    10.0"
"2289";"53115";"MBG0095";"GM0716";"    85.8";"    17.2";"     9.9";"     2.5";"    51.8";"    57.2";"    45.0";"    15.6";"    56.5";"    45.9";"    25.1";"     7.2"
"2290";"53115";"MBG0095";"GM0281";"    81.5";"    15.0";"     9.0";"     1.1";"    49.8";"    57.0";"    39.1";"    20.8";"    51.4";"    48.2";"    29.5";"     6.4"
"2291";"53115";"MBG0095";"GM0855";"    83.6";"    14.4";"     8.5";"     3.3";"    52.4";"    51.0";"    34.2";"    18.7";"    55.8";"    61.5";"    21.4";"     6.8"
"2292";"53115";"MBG0095";"GM0183";"    91.5";"    11.9";"     5.0";"     2.0";"    52.9";"    55.1";"    41.1";"    17.7";"    62.2";"    67.6";"    22.6";"    18.7"
"2293";"53115";"MBG0095";"GM1700";"    86.5";"    16.4";"     8.9";"     2.5";"    44.9";"    59.6";"    38.7";"    23.6";"    54.3";"    49.6";"    23.3";"     9.3"
"2294";"53115";"MBG0095";"GM1730";"    89.3";"     8.9";"     4.9";"     4.8";"    61.3";"    46.2";"    35.4";"    13.9";"    63.8";"    69.9";"    21.4";"     9.9"
"2295";"53115";"MBG0095";"GM0737";"    88.1";"    10.9";"     7.0";"     4.2";"    59.9";"    48.3";"    36.8";"    15.1";"    60.3";"    55.2";"    21.3";"    10.2"
"2296";"53115";"MBG0095";"GM0856";"    85.0";"    13.7";"     9.1";"     2.6";"    54.2";"    52.0";"    38.5";"    15.9";"    56.0";"    65.3";"    19.5";"     9.1"
"2297";"53115";"MBG0095";"GM0450";"    90.2";"     8.8";"     4.5";"     5.0";"    57.2";"    49.6";"    38.0";"    14.9";"    71.1";"    69.7";"    18.0";"     8.6"
"2298";"53115";"MBG0095";"GM0451";"    85.7";"    13.4";"     7.5";"     3.3";"    56.2";"    48.7";"    36.5";"    14.5";"    53.2";"    65.1";"    20.5";"     7.7"
"2299";"53115";"MBG0095";"GM0184";"    89.7";"    13.7";"     5.7";"     5.8";"    60.3";"    47.5";"    35.7";"    15.3";"    59.0";"    53.8";"    30.8";"    11.2"
"2300";"53115";"MBG0095";"GM0344";"    87.5";"     9.0";"     5.4";"     2.6";"    64.2";"    36.3";"    27.8";"     9.3";"    64.4";"    69.8";"    20.3";"     6.9"
"2301";"53115";"MBG0095";"GM1581";"    89.2";"    10.9";"     4.7";"     5.0";"    59.4";"    43.9";"    32.1";"    14.2";"       .";"       .";"    17.5";"     6.2"
"2302";"53115";"MBG0095";"GM0981";"    80.4";"    18.5";"    12.8";"     4.6";"    54.4";"    55.1";"    38.4";"    21.2";"    53.9";"    55.9";"    28.5";"     8.2"
"2303";"53115";"MBG0095";"GM0994";"    83.9";"    18.0";"     8.0";"     2.8";"    55.9";"    50.6";"    37.3";"    16.0";"    55.3";"    55.0";"    26.5";"     9.2"
"2304";"53115";"MBG0095";"GM0858";"    87.3";"    15.2";"     8.6";"     2.9";"    57.1";"    53.4";"    39.5";"    18.1";"    57.0";"    62.4";"    28.6";"    11.2"
"2305";"53115";"MBG0095";"GM0047";"    85.2";"    15.8";"    11.5";"     4.1";"    43.0";"    65.8";"    43.2";"    27.6";"    51.8";"    50.7";"    26.6";"     6.9"
"2306";"53115";"MBG0095";"GM0345";"    82.6";"    13.1";"     8.1";"     2.9";"    51.1";"    51.4";"    35.6";"    17.5";"       .";"       .";"    18.6";"     3.8"
"2307";"53115";"MBG0095";"GM0717";"    88.5";"     7.7";"     4.2";"     3.5";"    59.2";"    48.2";"    36.4";"    14.8";"    62.9";"    52.5";"    18.7";"    10.1"
"2308";"53115";"MBG0095";"GM0861";"    88.9";"     9.8";"     5.3";"     2.3";"    59.7";"    48.6";"    37.4";"    14.1";"    57.1";"    65.9";"    16.6";"     7.5"
"2309";"53115";"MBG0095";"GM0453";"    81.9";"    13.7";"     7.0";"     2.7";"    54.8";"    48.5";"    34.1";"    15.9";"    61.8";"    59.5";"    22.1";"     8.6"
"2310";"53115";"MBG0095";"GM0983";"    81.9";"    18.8";"     9.3";"     2.7";"    51.5";"    52.9";"    36.9";"    18.0";"    58.7";"    53.7";"    24.5";"     7.1"
"2311";"53115";"MBG0095";"GM0984";"    82.2";"    16.4";"     8.7";"     3.3";"    51.2";"    54.9";"    40.4";"    17.4";"    57.6";"    64.0";"    22.0";"     7.3"
"2312";"53115";"MBG0095";"GM1961";"    85.4";"    14.4";"     7.9";"     2.5";"    56.2";"    52.3";"    38.1";"    17.9";"       .";"       .";"    26.9";"     5.7"
"2313";"53115";"MBG0095";"GM0622";"    87.4";"    14.5";"     9.0";"     2.9";"    50.4";"    58.3";"    43.3";"    19.4";"    55.7";"    54.4";"    24.3";"     6.0"
"2314";"53115";"MBG0095";"GM0096";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2315";"53115";"MBG0095";"GM0718";"    80.6";"    20.0";"    10.7";"     4.2";"    51.2";"    57.5";"    40.3";"    21.5";"    66.2";"    56.5";"    28.0";"     5.0"
"2316";"53115";"MBG0095";"GM0986";"    83.6";"    13.5";"     8.3";"     4.9";"    49.2";"    58.3";"    44.2";"    18.0";"    58.8";"    62.7";"    20.3";"     7.0"
"2317";"53115";"MBG0095";"GM0626";"    92.4";"     7.8";"     6.0";"     5.5";"    58.4";"    50.0";"    39.2";"    14.5";"    65.4";"    68.5";"    22.2";"     6.8"
"2318";"53115";"MBG0095";"GM0285";"    88.7";"    13.5";"     8.4";"     2.7";"    53.2";"    54.5";"    37.8";"    20.2";"    62.9";"    59.8";"    21.4";"    11.7"
"2319";"53115";"MBG0095";"GM0865";"    89.3";"    12.1";"     6.8";"     3.5";"    60.8";"    46.4";"    33.5";"    16.0";"    62.6";"    72.9";"    17.5";"     8.0"
"2320";"53115";"MBG0095";"GM1949";"    86.0";"    10.2";"     5.5";"     2.2";"    50.4";"    56.5";"    38.7";"    21.1";"    58.4";"    54.0";"    23.2";"    11.3"
"2321";"53115";"MBG0095";"GM0866";"    86.5";"     9.9";"     6.6";"     2.4";"    58.4";"    50.6";"    36.8";"    17.3";"    66.8";"    69.6";"    11.4";"     6.9"
"2322";"53115";"MBG0095";"GM0867";"    87.9";"    18.5";"    11.4";"     4.3";"    52.2";"    56.7";"    40.8";"    20.0";"    54.0";"    61.4";"    23.0";"     5.8"
"2323";"53115";"MBG0095";"GM0627";"    87.4";"    15.1";"    10.0";"     3.8";"    52.3";"    57.0";"    40.4";"    20.8";"    55.6";"    56.4";"    18.5";"     6.7"
"2324";"53115";"MBG0095";"GM0289";"    88.8";"    10.7";"     5.8";"     7.1";"    66.7";"    35.6";"    29.0";"     8.4";"    70.5";"    72.5";"    19.6";"     9.6"
"2325";"53115";"MBG0095";"GM0629";"    86.4";"    11.9";"     6.0";"     3.8";"    56.3";"    48.0";"    36.2";"    14.0";"    61.2";"    65.0";"    17.1";"     9.0"
"2326";"53115";"MBG0095";"GM0852";"    90.4";"     9.7";"     6.5";"     3.3";"    59.2";"    48.8";"    37.1";"    14.8";"    60.2";"    67.9";"    18.4";"     9.1"
"2327";"53115";"MBG0095";"GM0988";"    83.9";"    16.3";"     8.5";"     2.5";"    53.8";"    50.3";"    36.7";"    15.6";"    60.6";"    61.2";"    20.0";"     6.9"
"2328";"53115";"MBG0095";"GM0457";"    88.9";"     8.2";"     5.3";"     3.0";"    59.3";"    50.2";"    35.9";"    18.3";"    58.0";"    64.1";"    21.6";"     7.6"
"2329";"53115";"MBG0095";"GM1960";"    84.2";"    13.1";"     6.5";"     2.6";"    48.0";"    58.0";"    44.2";"    16.6";"    54.0";"    55.0";"    21.5";"     6.4"
"2330";"53115";"MBG0095";"GM0668";"    86.1";"    16.1";"     6.6";"     1.8";"    52.4";"    55.4";"    41.1";"    17.5";"    55.0";"    57.4";"    21.2";"     7.0"
"2331";"53115";"MBG0095";"GM1969";"    85.7";"     9.7";"     6.5";"     2.1";"    53.3";"    53.4";"    37.6";"    18.7";"    51.3";"    52.7";"    21.4";"     6.6"
"2332";"53115";"MBG0095";"GM1701";"    88.6";"    13.5";"     6.3";"     5.2";"    54.5";"    55.3";"    44.2";"    15.2";"    60.3";"    59.1";"    21.8";"    12.1"
"2333";"53115";"MBG0095";"GM0293";"    83.8";"    18.2";"    10.6";"     5.2";"    50.1";"    57.2";"    38.4";"    22.6";"    57.0";"    58.9";"    27.5";"     8.2"
"2334";"53115";"MBG0095";"GM1950";"    85.5";"    14.8";"     8.7";"     5.1";"    47.0";"    61.3";"    40.4";"    25.5";"    55.4";"    46.6";"    30.1";"     5.8"
"2335";"53115";"MBG0095";"GM1783";"    86.7";"    10.0";"     5.3";"     2.0";"    55.5";"    48.8";"    37.1";"    13.4";"    57.7";"    63.9";"    17.2";"     6.8"
"2336";"53115";"MBG0095";"GM0098";"    88.6";"    12.5";"     5.7";"     3.4";"    54.7";"    54.0";"    39.6";"    18.1";"    60.8";"    55.7";"    29.1";"    11.7"
"2337";"53115";"MBG0095";"GM0614";"    87.3";"    11.5";"     7.2";"     2.0";"    57.7";"    51.9";"    39.8";"    15.9";"    55.1";"    61.5";"    18.6";"     8.4"
"2338";"53115";"MBG0095";"GM0189";"    88.8";"    13.3";"     7.6";"     1.9";"    55.4";"    52.7";"    36.2";"    20.1";"    56.4";"    57.7";"    18.7";"     8.2"
"2339";"53115";"MBG0095";"GM0296";"    83.3";"    12.7";"     6.5";"     2.7";"    53.7";"    52.2";"    36.4";"    18.4";"    58.8";"    61.1";"    21.1";"     6.4"
"2340";"53115";"MBG0095";"GM1696";"    89.2";"    10.7";"     5.4";"     5.0";"    55.2";"    52.9";"    39.3";"    17.3";"    53.7";"    58.8";"    19.2";"    12.0"
"2341";"53115";"MBG0095";"GM0352";"    87.8";"    13.4";"     9.6";"     5.0";"    62.2";"    49.1";"    35.7";"    18.4";"       .";"       .";"    27.6";"    12.2"
"2342";"53115";"MBG0095";"GM0294";"    86.4";"    13.6";"     6.5";"     3.6";"    53.1";"    53.9";"    36.2";"    21.2";"    62.9";"    53.3";"    23.4";"     7.6"
"2343";"53115";"MBG0095";"GM0873";"    83.6";"    14.9";"     9.1";"     4.1";"    45.7";"    61.5";"    42.1";"    23.7";"    53.9";"    60.2";"    21.3";"     7.7"
"2344";"53115";"MBG0095";"GM0632";"    86.6";"     8.2";"     3.7";"     2.8";"    57.4";"    47.1";"    35.3";"    14.0";"       .";"       .";"    17.9";"     5.7"
"2345";"53115";"MBG0095";"GM1690";"    90.1";"    11.0";"     6.0";"     4.0";"    51.1";"    58.6";"    42.9";"    20.1";"    53.9";"    57.0";"    22.0";"    12.2"
"2346";"53115";"MBG0095";"GM0880";"    89.4";"    12.5";"     5.4";"     3.5";"    53.2";"    55.0";"    39.5";"    19.2";"    57.4";"    63.4";"    22.2";"     9.7"
"2347";"53115";"MBG0095";"GM0351";"    88.5";"    11.7";"     4.3";"     2.4";"    60.0";"    48.6";"    37.7";"    14.3";"       .";"       .";"    17.2";"     6.3"
"2348";"53115";"MBG0095";"GM0479";"    81.7";"    13.9";"     7.5";"     2.0";"    49.0";"    52.5";"    36.1";"    17.5";"    52.4";"    51.7";"    23.8";"     6.4"
"2349";"53115";"MBG0095";"GM0297";"    84.1";"    14.7";"     6.8";"     3.8";"    51.0";"    55.8";"    39.5";"    19.7";"    49.1";"    52.5";"    28.0";"     9.6"
