"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"ErvarenGezondheidGoedZeerGoed_4";"VoldoetAanBeweegrichtlijn_5";"WekelijkseSporters_6";"Ondergewicht_7";"NormaalGewicht_8";"Overgewicht_9";"ErnstigOvergewicht_10";"Roker_11";"EenOfMeerLangdurigeAandoeningen_16";"BeperktVanwegeGezondheid_17";"ErnstigBeperktVanwegeGezondheid_18";"LangdurigeZiekteEnBeperkt_19";"BeperkingInBewegen_23";"LopenEnOfFietsenNaarSchoolOfWerk_34";"LopenNaarSchoolOfWerk_35";"FietsenNaarSchoolOfWerk_36"
"344";"20300";"MW00000";"BU01970305";"2020JJ00";"Aalten                                  ";"Buurt     ";"BU01970305          ";"86.9";"57.8";"59.7";"1.5";"48.6";"50.1";"14.3";"14.6";"24.9";"23.7";"3.6";"22.4";"3.9";;;
"347";"20300";"MW00000";"BU01970306";"2020JJ00";"Aalten                                  ";"Buurt     ";"BU01970306          ";"79.1";"55.8";"46.6";"1.8";"42.7";"55.5";"18.9";"17";"33.6";"33.2";"5.3";"31.2";"8.5";;;
"350";"20300";"MW00000";"BU01970307";"2020JJ00";"Aalten                                  ";"Buurt     ";"BU01970307          ";"76.4";"51.8";"44.7";"1.7";"43.7";"55.6";"18";"16.6";"36.2";"38.1";"6.6";"35.9";"12.5";;;
"353";"20300";"MW00000";"WK019704  ";"2020JJ00";"Aalten                                  ";"Wijk      ";"WK019704            ";"77.4";"51.8";"47.1";"1.6";"42.8";"56.1";"17.9";"16.8";"35.1";"34.4";"6";"33.3";"10.7";;;
"356";"20300";"MW00000";"BU01970400";"2020JJ00";"Aalten                                  ";"Buurt     ";"BU01970400          ";"73.4";"48.3";"44.2";"1.7";"41.3";"57.5";"19.5";"18.2";"38.4";"38.6";"7.6";"37.3";"14.6";;;
"359";"20300";"MW00000";"BU01970401";"2020JJ00";"Aalten                                  ";"Buurt     ";"BU01970401          ";"77.8";"52.2";"47.3";"1.6";"42.5";"56.5";"17.5";"16.1";"35.2";"33.6";"5.9";"32.7";"10.4";;;
"362";"20300";"MW00000";"BU01970402";"2020JJ00";"Aalten                                  ";"Buurt     ";"BU01970402          ";"78.7";"53.9";"48.6";"1.6";"42.4";"56.6";"18.2";"17.3";"33.7";"33.5";"5.4";"32.4";"8.8";;;
"365";"20300";"MW00000";"BU01970403";"2020JJ00";"Aalten                                  ";"Buurt     ";"BU01970403          ";"83.3";"55.5";"49.8";"1.6";"46.4";"52.4";"15";"15.2";"29.6";"27.1";"3.9";"25.9";"5.5";;;
"368";"20300";"MW00000";"BU01970408";"2020JJ00";"Aalten                                  ";"Buurt     ";"BU01970408          ";"82.9";"55.9";"54.1";"1.5";"46.5";"52.1";"13.7";"12.2";"30.2";"27.2";"4";"26.3";"6.2";;;
"371";"20300";"MW00000";"BU01970409";"2020JJ00";"Aalten                                  ";"Buurt     ";"BU01970409          ";"83.3";"54.8";"48.8";"1.6";"47.5";"51.3";"14.1";"13.7";"30.4";"28.5";"3.9";"27.7";"5.8";;;
"374";"20300";"MW00000";"GM0059    ";"2020JJ00";"Achtkarspelen                           ";"Gemeente  ";"GM0059              ";"79.5";"47";"39.7";"1.7";"43.5";"54.7";"16.5";"18.7";"33.1";"32.6";"5.3";"31.1";"9.7";;;
"377";"20300";"MW00000";"WK005900  ";"2020JJ00";"Achtkarspelen                           ";"Wijk      ";"WK005900            ";"80.3";"47.6";"40.2";"1.7";"44";"54.1";"16.4";"18.8";"33.3";"32.4";"5.1";"30.7";"9.4";;;
"380";"20300";"MW00000";"BU00590000";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590000          ";"80.7";"48.9";"42.7";"1.7";"45.5";"52.9";"15.9";"16.3";"33.4";"32.5";"5";"30.8";"9.8";;;
"383";"20300";"MW00000";"BU00590001";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590001          ";"81";"45.9";"38.2";"2";"42.9";"54.4";"16.4";"20.9";"32.4";"31.8";"5.1";"30.1";"8.7";;;
"386";"20300";"MW00000";"BU00590002";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590002          ";"77.6";"45.2";"37.1";"1.9";"40.8";"57";"18";"22.4";"35.1";"34.4";"5.8";"32.9";"10.5";;;
"389";"20300";"MW00000";"BU00590003";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590003          ";"79.3";"46.1";"36";"1.7";"41.2";"56.4";"18";"22.6";"34.8";"34.2";"5.9";"32.2";"10";;;
"392";"20300";"MW00000";"BU00590004";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590004          ";"79.2";"46.4";"38.2";"1.6";"43.7";"54.7";"16.6";"20.4";"32.3";"31.5";"4.7";"30";"8.9";;;
"395";"20300";"MW00000";"BU00590005";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590005          ";"83.2";"50.7";"43.9";"1.6";"48.1";"50.6";"14.8";"16.1";"29.9";"28.2";"3.9";"26.5";"6.9";;;
"398";"20300";"MW00000";"BU00590006";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590006          ";"86.6";"52";"41.5";"1.3";"44.7";"54.7";"13.9";"15.2";"29.7";"26.9";"3";"25.8";"4.4";;;
"401";"20300";"MW00000";"BU00590007";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590007          ";"85.1";"49";"42.8";"1.9";"47";"50.4";"13.1";"16.1";"28.1";"26";"3.6";"24.4";"5.4";;;
"404";"20300";"MW00000";"BU00590008";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590008          ";"83.3";"48.1";"40.4";"1.8";"46.8";"50.7";"13.2";"15.4";"31.5";"30.1";"4.2";"28";"6.8";;;
"407";"20300";"MW00000";"BU00590009";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590009          ";"83.7";"49.8";"38.2";"1.6";"49.9";"49.1";"12";"15.7";"29.9";"27.8";"4.9";"27";"6.4";;;
"410";"20300";"MW00000";"WK005901  ";"2020JJ00";"Achtkarspelen                           ";"Wijk      ";"WK005901            ";"81.1";"47.5";"40";"1.9";"44.8";"53.6";"16.5";"19.6";"31.4";"30.2";"4.2";"28.7";"7.5";;;
"413";"20300";"MW00000";"BU00590100";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590100          ";"81.9";"48.6";"38.9";"1.8";"44.4";"53.8";"15.4";"21.1";"30.7";"28.5";"3.5";"26.7";"6.1";;;
"416";"20300";"MW00000";"BU00590102";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590102          ";"80.1";"46.2";"39.3";"2.1";"43.3";"54.3";"17.3";"18.8";"32.1";"31.4";"4.9";"30";"8.8";;;
"419";"20300";"MW00000";"BU00590103";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590103          ";"80.8";"48.1";"40.5";"1.6";"45.1";"54.5";"17.5";"21.5";"32.1";"30.6";"4";"29.1";"6.8";;;
"422";"20300";"MW00000";"BU00590107";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590107          ";"86";"52.9";"41.4";"1.6";"50.1";"48.7";"12.7";"17.7";"25.1";"23.2";"2.8";"22.4";"3.7";;;
"425";"20300";"MW00000";"BU00590108";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590108          ";"85";"49.7";"44.5";"2";"50.8";"47";"12.1";"17.3";"28.8";"26.5";"3.2";"25.2";"5.4";;;
"428";"20300";"MW00000";"BU00590109";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590109          ";"84.5";"49";"39.7";"1.8";"48.6";"50.2";"12.3";"17.5";"28.6";"26.2";"3";"24.9";"4.9";;;
"431";"20300";"MW00000";"WK005902  ";"2020JJ00";"Achtkarspelen                           ";"Wijk      ";"WK005902            ";"78.4";"46.4";"39.2";"1.7";"42.7";"55.5";"16.5";"18.4";"33.3";"33.4";"5.6";"32";"10.6";;;
"434";"20300";"MW00000";"BU00590200";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590200          ";"77";"45.6";"38.5";"1.5";"42.5";"55.6";"16.2";"17.2";"34.3";"35.1";"6.6";"33.5";"12.6";;;
"437";"20300";"MW00000";"BU00590201";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590201          ";"78.2";"46.5";"38";"1.7";"40.6";"57.3";"18.1";"20.3";"33.8";"33.5";"5.3";"32.4";"10.6";;;
"440";"20300";"MW00000";"BU00590202";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590202          ";"81.4";"46.8";"42.7";"1.8";"45.3";"54.2";"16";"18.5";"31";"29.9";"3.8";"28.1";"6.6";;;
"443";"20300";"MW00000";"BU00590203";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590203          ";"79.3";"46.9";"39.5";"1.7";"43.7";"55";"17.2";"21.1";"32.4";"32.5";"5.5";"31.1";"8.6";;;
"446";"20300";"MW00000";"BU00590206";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590206          ";"81.5";"48.4";"41.2";"1.6";"44.3";"54.2";"15.4";"18.6";"31";"30.6";"5.3";"29.3";"7.6";;;
"449";"20300";"MW00000";"BU00590207";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590207          ";"82.2";"48.8";"41.8";"1.9";"47";"51.1";"14.3";"16.2";"30.2";"29.7";"3.8";"28.3";"6.6";;;
"452";"20300";"MW00000";"BU00590208";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590208          ";"83.5";"49.8";"43.2";"2";"48.1";"50.1";"11.4";"14.9";"29.8";"28.1";"4.4";"26.4";"6.2";;;
"455";"20300";"MW00000";"BU00590209";"2020JJ00";"Achtkarspelen                           ";"Buurt     ";"BU00590209          ";"81.6";"49.1";"42.7";"1.8";"49";"49.6";"14.1";"15.9";"30.7";"30";"4";"28.7";"6.5";;;
"458";"20300";"MW00000";"GM0482    ";"2020JJ00";"Alblasserdam                            ";"Gemeente  ";"GM0482              ";"77.7";"43.2";"41.7";"1.9";"42.7";"55.4";"17.4";"15.5";"32.7";"31.4";"5";"29.5";"10.3";;;
"461";"20300";"MW00000";"WK048201  ";"2020JJ00";"Alblasserdam                            ";"Wijk      ";"WK048201            ";"78.4";"42.7";"42.4";"1.8";"43.8";"54.6";"16.5";"14";"32.5";"31";"4.7";"29";"10.3";;;
"464";"20300";"MW00000";"BU04820101";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820101          ";"77.9";"41.9";"43.7";"1.9";"44.6";"53.8";"15.2";"11.3";"33.1";"33.1";"4.8";"30.6";"11.7";;;
"467";"20300";"MW00000";"BU04820102";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820102          ";"68";"34.6";"32.1";"1.7";"39.2";"59.4";"21";"17.2";"40.8";"41.7";"8.1";"39.6";"20.7";;;
"470";"20300";"MW00000";"BU04820103";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820103          ";"80.6";"45.8";"44.5";"1.9";"44.5";"53.6";"16.4";"16";"30.3";"27.7";"4.1";"26";"7.4";;;
"473";"20300";"MW00000";"BU04820104";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820104          ";"82.8";"47.5";"47.2";"2";"46.6";"51.1";"14.2";"14.2";"28";"26";"3.4";"24.6";"6.7";;;
"476";"20300";"MW00000";"BU04820105";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820105          ";"80.5";"42";"42.9";"1.5";"43.8";"55.1";"15.7";"11.4";"31.8";"29.3";"3.9";"27.3";"8.2";;;
"479";"20300";"MW00000";"WK048202  ";"2020JJ00";"Alblasserdam                            ";"Wijk      ";"WK048202            ";"78";"44.6";"43.3";"2";"42.9";"55.4";"17.7";"16.6";"31.7";"30.6";"4.8";"28.5";"9.3";;;
"482";"20300";"MW00000";"BU04820201";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820201          ";"82.3";"47.5";"47";"2.2";"45.9";"51.8";"14.8";"11.9";"29.6";"26.8";"3.4";"25";"5.9";;;
"485";"20300";"MW00000";"BU04820202";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820202          ";"77.3";"44.1";"42.7";"1.9";"42.3";"56.2";"18.6";"18.4";"32";"31.1";"4.8";"28.8";"9.8";;;
"488";"20300";"MW00000";"BU04820203";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820203          ";"78.7";"44.5";"44.2";"1.8";"41.6";"57";"17.2";"14.6";"32.1";"30.1";"4.8";"28.7";"8.6";;;
"491";"20300";"MW00000";"BU04820204";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820204          ";"80";"56.8";"58.2";"3.2";"58.4";"38.2";"9.7";"10.2";"19.7";"25.1";"1.6";"14";"2.1";;;
"494";"20300";"MW00000";"BU04820205";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820205          ";"74";"41.2";"39.1";"1.9";"41.4";"57.1";"19.2";"17.8";"35.4";"35.2";"6.1";"33";"12.7";;;
"497";"20300";"MW00000";"BU04820206";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820206          ";"81.7";"48.3";"47.3";"2.1";"44.2";"53.4";"16.6";"17.7";"26.8";"25.6";"4.4";"23.7";"6.4";;;
"500";"20300";"MW00000";"WK048203  ";"2020JJ00";"Alblasserdam                            ";"Wijk      ";"WK048203            ";"77.9";"43.6";"41.5";"1.9";"41.9";"56.2";"18.1";"16.2";"32.8";"31.2";"4.9";"29.2";"9.8";;;
"503";"20300";"MW00000";"BU04820301";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820301          ";"82.2";"46.2";"47.1";"2";"43.9";"54.1";"16";"14.1";"29.7";"27.3";"3.4";"25.3";"6.6";;;
"506";"20300";"MW00000";"BU04820302";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820302          ";"83.3";"46.8";"49";"1.8";"46.5";"51.8";"14.2";"12.8";"29.3";"26";"3.2";"24.5";"5.4";;;
"509";"20300";"MW00000";"BU04820303";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820303          ";"81.2";"46";"44";"1.9";"42.1";"55.5";"16.7";"14.9";"32.6";"29.2";"4";"27.2";"6.8";;;
"512";"20300";"MW00000";"BU04820304";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820304          ";"80.8";"45.1";"45.1";"1.8";"42.4";"55.9";"16.4";"13.9";"31.8";"29.4";"3.8";"27.8";"6.7";;;
"515";"20300";"MW00000";"BU04820305";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820305          ";"73";"39.3";"35";"1.9";"38.7";"59.5";"20.6";"15.1";"36.5";"36.1";"6.5";"34.5";"14.9";;;
"518";"20300";"MW00000";"BU04820306";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820306          ";"75.2";"41.5";"38";"2";"41.1";"56.8";"19.7";"17.4";"34.7";"34.2";"5.8";"31.6";"12.9";;;
"521";"20300";"MW00000";"BU04820307";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820307          ";"75.3";"43.3";"39.1";"2";"41.2";"57";"19.3";"20.4";"32.9";"31.7";"5.8";"29.8";"10.8";;;
"524";"20300";"MW00000";"WK048204  ";"2020JJ00";"Alblasserdam                            ";"Wijk      ";"WK048204            ";"75.4";"41.1";"38.9";"1.9";"42.5";"55.4";"17.3";"15";"34.3";"34";"5.9";"32.2";"13";;;
"527";"20300";"MW00000";"BU04820401";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820401          ";"74.2";"39";"36.4";"1.6";"40.6";"57.2";"17.5";"13.3";"35.6";"35.9";"6.4";"34";"14.1";;;
"530";"20300";"MW00000";"BU04820402";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820402          ";"76.8";"43.5";"40.2";"2";"43.1";"54.6";"17.2";"16.3";"33.3";"32.2";"5.6";"30.6";"10.9";;;
"533";"20300";"MW00000";"BU04820403";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820403          ";"89.1";"51.3";"60.6";"2.2";"54.3";"43.6";"10.4";"11.5";"21.8";"18.1";"1.6";"17.1";"2.3";;;
"536";"20300";"MW00000";"BU04820404";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820404          ";"66.3";"33.2";"29.4";"2.1";"38.9";"59.3";"21";"17.2";"41";"43.7";"8.4";"41.5";"22.9";;;
"539";"20300";"MW00000";"WK048205  ";"2020JJ00";"Alblasserdam                            ";"Wijk      ";"WK048205            ";"79.7";"45.2";"40.5";"1.6";"38.6";"59";"18.2";"16.8";"32.2";"30.3";"4.6";"29.3";"6.5";;;
"542";"20300";"MW00000";"BU04820501";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820501          ";"86.3";"43.2";"48.5";"1.8";"43.5";"54.7";"13";"16.2";"28.1";"27.4";"2.5";"26";"6.6";;;
"545";"20300";"MW00000";"BU04820502";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820502          ";;;;;;;;;;;;;;;;
"548";"20300";"MW00000";"BU04820503";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820503          ";"77";"46.1";"37.1";"1.5";"36.6";"60.8";"20.3";"17.1";"33.9";"31.4";"5.4";"30.6";"6.5";;;
"551";"20300";"MW00000";"WK048206  ";"2020JJ00";"Alblasserdam                            ";"Wijk      ";"WK048206            ";"85.6";"46.3";"49.1";"2.2";"47.6";"50";"13.6";"14.2";"23.5";"21.8";"3.2";"20.6";"4.1";;;
"554";"20300";"MW00000";"BU04820601";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820601          ";;;;;;;;;;;;;;;;
"557";"20300";"MW00000";"BU04820602";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820602          ";"89.4";"50.1";"54.4";"2.7";"54.8";"42.2";"11.8";"11.2";"21.1";"19.3";"1.8";"18.3";"2.7";;;
"560";"20300";"MW00000";"BU04820603";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820603          ";"88.9";"38.1";"47.7";"1.6";"40.7";"58.1";"9";"7.6";"21.7";"19.5";"1.8";"18.7";"4.1";;;
"563";"20300";"MW00000";"BU04820604";"2020JJ00";"Alblasserdam                            ";"Buurt     ";"BU04820604          ";"82.6";"46.5";"45.9";"2.2";"44.8";"52.8";"15.6";"17.3";"25.4";"23.9";"4.4";"22.5";"5";;;
"566";"20300";"MW00000";"GM0613    ";"2020JJ00";"Albrandswaard                           ";"Gemeente  ";"GM0613              ";"80.6";"45.1";"51.1";"1.7";"44.5";"53.9";"16.2";"14.1";"30.7";"28.2";"3.9";"26.2";"7.7";;;
"569";"20300";"MW00000";"WK061301  ";"2020JJ00";"Albrandswaard                           ";"Wijk      ";"WK061301            ";"83";"47";"54.4";"1.8";"45.5";"53.6";"15.5";"13.7";"29";"25.9";"3";"24.7";"5.6";;;
"572";"20300";"MW00000";"BU06130101";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130101          ";"83.4";"47.2";"55.2";"1.8";"45.7";"53.5";"15.4";"13.9";"28.5";"25.2";"2.9";"24.1";"5.3";;;
"575";"20300";"MW00000";"BU06130102";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130102          ";"70.7";"39.6";"39.7";"1.4";"42.7";"56.4";"17.8";"13.4";"40.5";"41.1";"6.4";"38.7";"14.7";;;
"578";"20300";"MW00000";"BU06130103";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130103          ";"82";"50.6";"50.3";"1.2";"40.8";"57";"16.6";"11.2";"31.6";"28.8";"3.3";"27.2";"5.9";;;
"581";"20300";"MW00000";"BU06130104";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130104          ";"84.7";"47.1";"50.2";"1.5";"46.8";"51.2";"14.7";"12.3";"28.6";"27";"2.6";"25.1";"5";;;
"584";"20300";"MW00000";"WK061302  ";"2020JJ00";"Albrandswaard                           ";"Wijk      ";"WK061302            ";"79.7";"45.3";"49";"1.6";"43.4";"54.7";"17.3";"15.6";"31.9";"29.7";"4.1";"27.5";"7.6";;;
"587";"20300";"MW00000";"BU06130205";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130205          ";"79.6";"45.2";"48.9";"1.6";"43.3";"54.8";"17.4";"15.7";"31.9";"29.7";"4.1";"27.5";"7.7";;;
"590";"20300";"MW00000";"BU06130207";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130207          ";"84.8";"49.7";"55.4";"1.1";"46.5";"51.6";"12.5";"10";"32.5";"29.4";"2.4";"27.7";"4.1";;;
"593";"20300";"MW00000";"WK061303  ";"2020JJ00";"Albrandswaard                           ";"Wijk      ";"WK061303            ";"79";"44.7";"48.8";"1.8";"43.8";"55";"17";"14.7";"32.7";"30.5";"4.4";"28.5";"8.8";;;
"596";"20300";"MW00000";"BU06130308";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130308          ";"75.5";"43";"44.5";"2.1";"42.8";"56.2";"18";"17.4";"34.7";"33.8";"5.3";"33.1";"10.8";;;
"599";"20300";"MW00000";"BU06130309";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130309          ";"80.8";"46.1";"51.4";"1.8";"44.9";"53.5";"16.3";"13.5";"30.8";"28.1";"3.6";"26";"7.7";;;
"602";"20300";"MW00000";"BU06130310";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130310          ";"74.4";"39.7";"42.7";"1.7";"41.8";"57.5";"18.5";"13.8";"37.5";"37";"5.8";"35.4";"13.8";;;
"605";"20300";"MW00000";"BU06130311";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130311          ";"81";"46";"50.7";"1.8";"43.8";"54.8";"16.8";"14.6";"31.4";"28.2";"4";"25.7";"6.8";;;
"608";"20300";"MW00000";"BU06130312";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130312          ";"76.2";"45.6";"50.4";"1.7";"44.6";"54.2";"16.5";"19.3";"34.4";"33.2";"6.4";"30.7";"9.5";;;
"611";"20300";"MW00000";"BU06130313";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130313          ";"86";"49.5";"56.7";"1.9";"47.4";"50.2";"11.1";"9.2";"27.1";"25.4";"2.5";"23.4";"4.7";;;
"614";"20300";"MW00000";"WK061304  ";"2020JJ00";"Albrandswaard                           ";"Wijk      ";"WK061304            ";"79.8";"44.5";"50.6";"1.7";"45.6";"52.3";"15.6";"13.2";"31.3";"29.9";"4";"27.5";"8.9";;;
"617";"20300";"MW00000";"BU06130414";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130414          ";"80.5";"44.8";"50.9";"1.7";"45.3";"52.6";"14.9";"12.5";"32.9";"30.2";"3.6";"27.8";"8.1";;;
"620";"20300";"MW00000";"BU06130415";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130415          ";"77.9";"42.7";"47.9";"1.7";"45.9";"52.2";"15.7";"11.5";"32.6";"32.5";"4.9";"30";"11.1";;;
"623";"20300";"MW00000";"BU06130416";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130416          ";"87.1";"48.3";"59";"1.5";"49.2";"48";"11.6";"10.1";"24.3";"20.9";"1.9";"19.2";"3.2";;;
"626";"20300";"MW00000";"BU06130417";"2020JJ00";"Albrandswaard                           ";"Buurt     ";"BU06130417          ";"73.4";"40.4";"42.9";"1.7";"42.7";"55.6";"18.1";"14.9";"36.1";"37.2";"5.7";"34";"14.2";;;
